BDMCORRECTED,PLOTCORRECTED,TUBECORRECTED,GENUSID,SPECISID,TUBE,BDM,Habitat,HabitatName
509166,360100,9990971,Yellow Lasius,NA,9990971,509166,01,Autre
509166,360100,9993109,Yellow Lasius,NA,9993109,509166,01,Autre
509166,360100,9990425,Yellow Lasius,NA,9990425,509166,01,Autre
509166,360100,9990710,Yellow Lasius,NA,9990710,509166,01,Autre
509166,360100,9991683,Yellow Lasius,NA,9991683,509166,01,Autre
509166,360100,9993082,Yellow Lasius,NA,9993082,509166,01,Autre
509166,360900,9991167,Formicoxenus,Formx_niti,9991167,509166,09,lisiere
509166,360900,9990419,Formica,NA,9990419,509166,09,lisiere
509166,360900,9990795,Formica,NA,9990795,509166,09,lisiere
509166,360900,9991515,Formica,NA,9991515,509166,09,lisiere
509166,360900,9990972,Formica,NA,9990972,509166,09,lisiere
515158,310101,9991187,Serviformica,NA,9991187,515158,01,Autre
515158,310503,9990583,Temnothorax,NA,9990583,515158,05,ForetFeuillus
515158,310504,9990066,Camponotus,NA,9990066,515158,05,ForetFeuillus
515158,310506,9991965,Serviformica,NA,9991965,515158,05,ForetFeuillus
515158,310506,9992689,Serviformica,NA,9992689,515158,05,ForetFeuillus
515158,310507,9991492,Lasius,Lasi_brun,9991492,515158,05,ForetFeuillus
515158,310601,9990565,Myrmica,Myrm_rugi,9990565,515158,06,ForetMixe
515158,310602,9991312,Tetramorium,NA,9991312,515158,06,ForetMixe
515158,310602,9991774,Tetramorium,NA,9991774,515158,06,ForetMixe
515158,310602,9990776,Myrmica,NA,9990776,515158,06,ForetMixe
515158,310602,9990367,Tetramorium,NA,9990367,515158,06,ForetMixe
515158,310604,9991720,Myrmica,Myrm_rugi,9991720,515158,06,ForetMixe
515158,310604,9990605,Myrmica,Myrm_rugi,9990605,515158,06,ForetMixe
515158,310604,9990952,Myrmica,Myrm_rugi,9990952,515158,06,ForetMixe
515158,310604,9992884,Myrmica,Myrm_rugi,9992884,515158,06,ForetMixe
515158,310609,9992535,Serviformica,NA,9992535,515158,06,ForetMixe
515158,310400,9990427,Formica,NA,9990427,515158,04,ForetConifere
515158,310600,9991472,Formica,NA,9991472,515158,06,ForetMixe
515158,310401,9991855,Serviformica,NA,9991855,515158,04,ForetConifere
515166,300101,9990883,Myrmica,Myrm_sabu,9990883,515166,01,Autre
515166,300103,9990008,Formica,Form_fusca,9990008,515166,01,Autre
515166,300103,9990725,Coptoformica,NA,9990725,515166,01,Autre
515166,300103,9992497,Formica,Form_lema,9992497,515166,01,Autre
515166,300103,9990928,Coptoformica,NA,9990928,515166,01,Autre
515166,300105,9991506,Formica,Form_lugubris/paralugubris,9991506,515166,01,Autre
515166,300107,9991516,Formica,fusca/lemani,9991516,515166,01,Autre
515166,300403,9990103,Formica,Form_lugubris/paralugubris,9990103,515166,04,ForetConifere
515166,300406,9992306,Myrmica,Myrm_rugi,9992306,515166,04,ForetConifere
515166,300408,9991520,Myrmica,Myrm_sabu,9991520,515166,04,ForetConifere
515166,300413,9990024,Formica,Form_lugubris/paralugubris,9990024,515166,04,ForetConifere
515166,300100,9990789,Lasius,Lasi_flav,9990789,515166,01,Autre
515166,300100,9991736,Coptoformica,NA,9991736,515166,01,Autre
515166,300100,9990777,Coptoformica,NA,9990777,515166,01,Autre
515166,300100,9990499,Coptoformica,NA,9990499,515166,01,Autre
515166,300100,9991483,Coptoformica,NA,9991483,515166,01,Autre
515166,300100,9990568,Coptoformica,NA,9990568,515166,01,Autre
515166,300100,9992698,Coptoformica,NA,9992698,515166,01,Autre
515166,300100,9991384,Coptoformica,NA,9991384,515166,01,Autre
515166,300100,9992500,Coptoformica,NA,9992500,515166,01,Autre
515166,300100,9990560,Coptoformica,NA,9990560,515166,01,Autre
515166,300400,9991068,Formica,Form_lugubris/paralugubris,9991068,515166,04,ForetConifere
515166,300900,9992119,Formica,Form_lugubris/paralugubris,9992119,515166,09,lisiere
515166,300900,9990550,Formica,Form_lugubris/paralugubris,9990550,515166,09,lisiere
515166,301200,9991642,Coptoformica,NA,9991642,515166,12,PrairieSeche
521150,320102,9990424,Lasius,NA,9990424,521150,01,Autre
521150,320102,9991354,Lasius,NA,9991354,521150,01,Autre
521150,320102,9992902,Yellow Lasius,NA,9992902,521150,01,Autre
521150,320103,9991006,Yellow Lasius,NA,9991006,521150,01,Autre
521150,320103,9990674,Serviformica,NA,9990674,521150,01,Autre
521150,320103,9992918,Tetramorium,NA,9992918,521150,01,Autre
521150,320104,9990617,Lasius,NA,9990617,521150,01,Autre
521150,320105,9990782,Myrmica,NA,9990782,521150,01,Autre
521150,320105,9991171,Myrmica,NA,9991171,521150,01,Autre
521150,320109,9990911,Lasius,NA,9990911,521150,01,Autre
521150,320109,9993114,Yellow Lasius,NA,9993114,521150,01,Autre
521150,320109,9991172,Yellow Lasius,NA,9991172,521150,01,Autre
521150,320109,9990803,Yellow Lasius,NA,9990803,521150,01,Autre
521150,320109,9991060,Yellow Lasius,NA,9991060,521150,01,Autre
521150,320111,9990559,Yellow Lasius,NA,9990559,521150,01,Autre
521150,320113,9990481,Lasius,NA,9990481,521150,01,Autre
521150,320115,9990743,Yellow Lasius,NA,9990743,521150,01,Autre
521150,320115,9992893,Solenopsis,Sole_fuga,9992893,521150,01,Autre
521150,320115,9990712,Solenopsis,Sole_fuga,9990712,521150,01,Autre
521150,320116,9990744,Myrmica,NA,9990744,521150,01,Autre
521150,320116,9991064,Myrmica,NA,9991064,521150,01,Autre
521150,320116,9991002,Myrmica,NA,9991002,521150,01,Autre
521150,320116,9990697,Myrmica,NA,9990697,521150,01,Autre
521150,320117,9992909,Tetramorium,NA,9992909,521150,01,Autre
521150,320117,9991003,Lasius,NA,9991003,521150,01,Autre
521150,320301,9992887,Lasius,NA,9992887,521150,03,CulturePerm
521150,320301,9992720,Myrmica,NA,9992720,521150,03,CulturePerm
521150,320901,9991270,Temnothorax,NA,9991270,521150,09,lisiere
521150,320901,9990804,Temnothorax,NA,9990804,521150,09,lisiere
521150,321301,9990430,Yellow Lasius,NA,9990430,521150,13,transport
521150,321301,9991907,Lasius,NA,9991907,521150,13,transport
521150,321301,9990509,Solenopsis,Sole_fuga,9990509,521150,13,transport
521150,321301,9990974,Solenopsis,Sole_fuga,9990974,521150,13,transport
521150,321301,9990606,Solenopsis,Sole_fuga,9990606,521150,13,transport
521150,321501,9990592,Yellow Lasius,NA,9990592,521150,15,ZoneConstruite
521150,321501,9991901,Lasius,NA,9991901,521150,15,ZoneConstruite
521150,321501,9990235,Serviformica,NA,9990235,521150,15,ZoneConstruite
521150,321501,9991067,Solenopsis,Sole_fuga,9991067,521150,15,ZoneConstruite
521150,321502,9990343,Solenopsis,Sole_fuga,9990343,521150,15,ZoneConstruite
521150,321502,9991729,Myrmica,NA,9991729,521150,15,ZoneConstruite
521150,320100,9993105,Serviformica,NA,9993105,521150,01,Autre
521150,320100,9992692,Serviformica,NA,9992692,521150,01,Autre
521150,320100,9991092,Tetramorium,NA,9991092,521150,01,Autre
521150,320100,9990970,Tetramorium,NA,9990970,521150,01,Autre
521150,320300,9992888,Lasius,NA,9992888,521150,03,CulturePerm
521150,320300,9991868,Lasius,NA,9991868,521150,03,CulturePerm
521166,280101,9991529,Lasius,NA,9991529,521166,01,Autre
521166,280102,9990756,Lasius,NA,9990756,521166,01,Autre
521166,280102,9990020,Lasius,NA,9990020,521166,01,Autre
521166,280102,9990000,Lasius,NA,9990000,521166,01,Autre
521166,280102,9990255,Lasius,Lasi_flav,9990255,521166,01,Autre
521166,280102,9990045,Lasius,Lasi_flav,9990045,521166,01,Autre
521166,280104,9990348,Lasius,NA,9990348,521166,01,Autre
521166,280106,9990101,Lasius,Lasi_flav,9990101,521166,01,Autre
521166,280106,9990082,Lasius,NA,9990082,521166,01,Autre
521166,280107,9990037,Myrmica,Myrm_sabu,9990037,521166,01,Autre
521166,280108,9990762,Lasius,NA,9990762,521166,01,Autre
521166,280108,9991741,Lasius,Lasi_flav,9991741,521166,01,Autre
521166,280108,9991146,Lasius,NA,9991146,521166,01,Autre
521166,280109,9990260,Lasius,NA,9990260,521166,01,Autre
521166,280110,9991757,Lasius,NA,9991757,521166,01,Autre
521166,280117,9990300,Lasius,Lasi_flav,9990300,521166,01,Autre
521166,280117,9990243,Lasius,NA,9990243,521166,01,Autre
521166,280301,9990062.1,Lasius,NA,9990062,521166,03,CulturePerm
521166,280301,9990062.2,Colobopsis,Colo_trun,9990062,521166,03,CulturePerm
521166,280501,9990017.1,Leptothorax,NA,9990017,521166,05,ForetFeuillus
521166,280501,9990017.2,Lasius,Lasi_brun,9990017,521166,05,ForetFeuillus
521166,280501,9990015,Temnothorax,NA,9990015,521166,05,ForetFeuillus
521166,280501,9990064,Temnothorax,NA,9990064,521166,05,ForetFeuillus
521166,280501,9990942,Temnothorax,NA,9990942,521166,05,ForetFeuillus
521166,280901,9990956,Serviformica,NA,9990956,521166,09,lisiere
521166,281301,9990053,Tetramorium,NA,9990053,521166,13,transport
521166,281301,9991724,Tetramorium,NA,9991724,521166,13,transport
521166,281501,9990164,Lasius,Lasi_flav,9990164,521166,15,ZoneConstruite
521166,281501,9990199,Lasius,Lasi_flav,9990199,521166,15,ZoneConstruite
521166,281501,9990921,Lasius,NA,9990921,521166,15,ZoneConstruite
521166,280100,9990389,Lasius,NA,9990389,521166,01,Autre
521166,280100,9990358,Lasius,NA,9990358,521166,01,Autre
521174,290103,9990543,NA,NA,9990543,521174,01,Autre
521174,290103,9992127,NA,NA,9992127,521174,01,Autre
521174,290402,9991478,Temnothorax,NA,9991478,521174,04,ForetConifere
521174,290403,9990355,Formica SS,NA,9990355,521174,04,ForetConifere
521174,290404,9990349,NA,NA,9990349,521174,04,ForetConifere
521174,290404,9990553,Temnothorax,NA,9990553,521174,04,ForetConifere
521174,290503,9990353,NA,NA,9990353,521174,05,ForetFeuillus
521174,290504,9990901,Camponotus,NA,9990901,521174,05,ForetFeuillus
521174,290602,9991443,NA,NA,9991443,521174,06,ForetMixe
521174,290603,9991550,NA,NA,9991550,521174,06,ForetMixe
521174,290603,9991350,NA,NA,9991350,521174,06,ForetMixe
521174,290604,9992328,Temnothorax,NA,9992328,521174,06,ForetMixe
521174,290604,9991451,Temnothorax,NA,9991451,521174,06,ForetMixe
521174,290604,9991640,Temnothorax,NA,9991640,521174,06,ForetMixe
521174,290604,9990239,Temnothorax,NA,9990239,521174,06,ForetMixe
521174,290606,9992115,NA,NA,9992115,521174,06,ForetMixe
521174,291302,9991192,Myrmica,NA,9991192,521174,13,transport
521174,290100,9992331,Lasius,NA,9992331,521174,01,Autre
521174,290400,9990003,Formica SS,NA,9990003,521174,04,ForetConifere
521174,291300,9991938,Yellow Lasius,NA,9991938,521174,13,transport
527174,240103,9990394,Lasius,NA,9990394,527174,01,Autre
527174,240103,9990947,Lasius,NA,9990947,527174,01,Autre
527174,240103,9990755,Yellow Lasius,NA,9990755,527174,01,Autre
527174,240103,9991107,Yellow Lasius,NA,9991107,527174,01,Autre
527174,240104,9991334,Lasius,NA,9991334,527174,01,Autre
527174,240106,9991498,Lasius,NA,9991498,527174,01,Autre
527174,240107,9990585,Yellow Lasius,NA,9990585,527174,01,Autre
527174,240402,9991121,Lasius,Lasi_brun,9991121,527174,04,ForetConifere
527174,240402,9991944,Lasius,NA,9991944,527174,04,ForetConifere
527174,240402,9990940,Myrmica,Myrm_rugi,9990940,527174,04,ForetConifere
527174,240501,9991117,Myrmica,Myrm_rugi,9991117,527174,05,ForetFeuillus
527174,240501,9990966,Temnothorax,NA,9990966,527174,05,ForetFeuillus
527174,240602,9991831,Lasius,NA,9991831,527174,06,ForetMixe
527174,240603,9992534,Myrmica,Myrm_rugi,9992534,527174,06,ForetMixe
527174,240604,9991295,Lasius,NA,9991295,527174,06,ForetMixe
527174,240604,9991716,Lasius,NA,9991716,527174,06,ForetMixe
527174,240605,9991765,Temnothorax,NA,9991765,527174,06,ForetMixe
527174,240901,9990390,Lasius,NA,9990390,527174,09,lisiere
527174,240901,9991085,Myrmica,Myrm_rugi,9991085,527174,09,lisiere
527174,240100,9990220,Lasius,NA,9990220,527174,01,Autre
527174,240100,9991687,Lasius,NA,9991687,527174,01,Autre
527158,270101,9991256,Lasius,Lasi_nige,9991256,527158,01,Autre
527158,270101,9990808,Lasius,Lasi_nige,9990808,527158,01,Autre
527158,270102,9991318,Lasius,Lasi_nige,9991318,527158,01,Autre
527158,270103,9990549,Lasius,Lasi_nige,9990549,527158,01,Autre
527158,270103,9991839,Solenopsis,Sole_fuga,9991839,527158,01,Autre
527158,270103,9991557,Lasius,Lasi_plat,9991557,527158,01,Autre
527158,270103,9991479,Tetramorium,NA,9991479,527158,01,Autre
527158,270104,9991636,Yellow Lasius,NA,9991636,527158,01,Autre
527158,270105,9992120,Lasius,Lasi_nige,9992120,527158,01,Autre
527158,270108,9990904,Lasius,Lasi_nige,9990904,527158,01,Autre
527158,270108,9990317,Lasius,Lasi_nige,9990317,527158,01,Autre
527158,270108,9992347,Lasius,Lasi_nige,9992347,527158,01,Autre
527158,270108,9990326,Lasius,Lasi_nige,9990326,527158,01,Autre
527158,270109,9992696,Yellow Lasius,NA,9992696,527158,01,Autre
527158,270109,9991937,Yellow Lasius,NA,9991937,527158,01,Autre
527158,270112,9991442,Myrmica,NA,9991442,527158,01,Autre
527158,270113,9990531,Yellow Lasius,NA,9990531,527158,01,Autre
527158,270113,9990767,Lasius,Lasi_plat,9990767,527158,01,Autre
527158,270301,9990924,Yellow Lasius,NA,9990924,527158,03,CulturePerm
527158,270302,9991675,Tetramorium,NA,9991675,527158,03,CulturePerm
527158,270302,9990923,Tetramorium,NA,9990923,527158,03,CulturePerm
527158,270302,9991367,Myrmica,NA,9991367,527158,03,CulturePerm
527158,270302,9990567,Lasius,Lasi_nige,9990567,527158,03,CulturePerm
527158,270501,9991527,Temnothorax,NA,9991527,527158,05,ForetFeuillus
527158,270501,9991919,Yellow Lasius,NA,9991919,527158,05,ForetFeuillus
527158,270501,9991125,Temnothorax,NA,9991125,527158,05,ForetFeuillus
527158,270601,9990357,Myrmica,Myrm_rugi,9990357,527158,06,ForetMixe
527158,270601,9990325,Myrmica,Myrm_rugi,9990325,527158,06,ForetMixe
527158,270601,9990327,Lasius,Lasi_plat,9990327,527158,06,ForetMixe
527158,270901,9990547,Lasius,Lasi_alie,9990547,527158,09,lisiere
527158,271301,9993264,Solenopsis,Sole_fuga,9993264,527158,13,transport
527158,271301,9990929,Tetramorium,NA,9990929,527158,13,transport
527158,271301,9990919,Tapinoma,NA,9990919,527158,13,transport
527158,271301,9991114,Tetramorium,NA,9991114,527158,13,transport
527158,271301,9991633,Tetramorium,NA,9991633,527158,13,transport
527158,271301,9991764,Tetramorium,NA,9991764,527158,13,transport
527158,271301,9991105,Tapinoma,NA,9991105,527158,13,transport
527158,271301,9991535,Solenopsis,Sole_fuga,9991535,527158,13,transport
527158,270100,9991321,Yellow Lasius,NA,9991321,527158,01,Autre
527158,270100,9990739,Lasius,Lasi_nige,9990739,527158,01,Autre
527158,270100,9992342,Formica,Form_rufi,9992342,527158,01,Autre
527158,270100,9992112,Yellow Lasius,NA,9992112,527158,01,Autre
527158,270900,9991310,Lasius,Lasi_fuli,9991310,527158,09,lisiere
533166,260101,9990864,Yellow Lasius,NA,9990864,533166,01,Autre
533166,260101,9991767,Yellow Lasius,NA,9991767,533166,01,Autre
533166,260102,9991959,Lasius,NA,9991959,533166,01,Autre
533166,260102,9992512,Lasius,NA,9992512,533166,01,Autre
533166,260103,9990099,Yellow Lasius,NA,9990099,533166,01,Autre
533166,260103,9990490,Yellow Lasius,NA,9990490,533166,01,Autre
533166,260104,9990877,Yellow Lasius,NA,9990877,533166,01,Autre
533166,260104,9990750,Yellow Lasius,NA,9990750,533166,01,Autre
533166,260104,9991763,Yellow Lasius,NA,9991763,533166,01,Autre
533166,260104,9991951,Yellow Lasius,NA,9991951,533166,01,Autre
533166,260104,9990431,Lasius,NA,9990431,533166,01,Autre
533166,260104,9991195,Lasius,NA,9991195,533166,01,Autre
533166,260104,9992691,Lasius,NA,9992691,533166,01,Autre
533166,260104,9990757,Lasius,NA,9990757,533166,01,Autre
533166,260104,9990760,Lasius,NA,9990760,533166,01,Autre
533166,260105,9990513,Yellow Lasius,NA,9990513,533166,01,Autre
533166,260105,9991652,Yellow Lasius,NA,9991652,533166,01,Autre
533166,260105,9993073,Formica SS,NA,9993073,533166,01,Autre
533166,260105,9993266,Myrmica,NA,9993266,533166,01,Autre
533166,260106,9990351,Lasius,NA,9990351,533166,01,Autre
533166,260107,9991342,Lasius,NA,9991342,533166,01,Autre
533166,260108,9990961,Lasius,NA,9990961,533166,01,Autre
533166,260108,9992735,Yellow Lasius,NA,9992735,533166,01,Autre
533166,260109,9991668,Yellow Lasius,NA,9991668,533166,01,Autre
533166,260109,9990992,Yellow Lasius,NA,9990992,533166,01,Autre
533166,260111,9991282,Yellow Lasius,NA,9991282,533166,01,Autre
533166,260111,9992719,Lasius,NA,9992719,533166,01,Autre
533166,260111,9992159,Lasius,NA,9992159,533166,01,Autre
533166,260112,9991917,Lasius,NA,9991917,533166,01,Autre
533166,260113,9990865,Yellow Lasius,NA,9990865,533166,01,Autre
533166,260115,9991267,Lasius,NA,9991267,533166,01,Autre
533166,260116,9991118,Lasius,NA,9991118,533166,01,Autre
533166,260118,9993100,Myrmica,NA,9993100,533166,01,Autre
533166,260301,9990917,Yellow Lasius,NA,9990917,533166,03,CulturePerm
533166,260301,9991460,Lasius,NA,9991460,533166,03,CulturePerm
533166,260301,9992121,Lasius,NA,9992121,533166,03,CulturePerm
533166,260601,9991464,Myrmica,Myrm_rugi,9991464,533166,06,ForetMixe
533166,261301,9991469,Yellow Lasius,NA,9991469,533166,13,transport
533166,261301,9992905,Yellow Lasius,NA,9992905,533166,13,transport
533166,261301,9991553,Formica SS,NA,9991553,533166,13,transport
533166,261301,9992705,Lasius,NA,9992705,533166,13,transport
533166,261301,9990381,Tetramorium,NA,9990381,533166,13,transport
533166,261301,9992325,Tetramorium,NA,9992325,533166,13,transport
533166,261501,9992925,Yellow Lasius,NA,9992925,533166,15,ZoneConstruite
533166,261501,9993119,Lasius,NA,9993119,533166,15,ZoneConstruite
533166,261501,9991251,Lasius,NA,9991251,533166,15,ZoneConstruite
533166,261501,9992505,Lasius,NA,9992505,533166,15,ZoneConstruite
533166,260100,9992911,Yellow Lasius,NA,9992911,533166,01,Autre
533166,260100,9992889,Yellow Lasius,NA,9992889,533166,01,Autre
533166,260100,9990680,Tetramorium,NA,9990680,533166,01,Autre
533166,260100,9992702,Formica SS,NA,9992702,533166,01,Autre
533166,260100,9992351,Formica,Form_prat,9992351,533166,01,Autre
533182,220101,9992515,Yellow Lasius,NA,9992515,533182,01,Autre
533182,220101,9991655,Lasius,NA,9991655,533182,01,Autre
533182,220101,9991288,Lasius,NA,9991288,533182,01,Autre
533182,220102,9992504,Lasius,NA,9992504,533182,01,Autre
533182,220103,9993265,Lasius,NA,9993265,533182,01,Autre
533182,220103,9991658,Lasius,NA,9991658,533182,01,Autre
533182,220106,9991653,Lasius,NA,9991653,533182,01,Autre
533182,220106,9992114,Lasius,NA,9992114,533182,01,Autre
533182,220114,9991466,Lasius,NA,9991466,533182,01,Autre
533182,220114,9990564,Lasius,NA,9990564,533182,01,Autre
533182,220115,9991656,Lasius,NA,9991656,533182,01,Autre
533182,220117,9991657,Lasius,NA,9991657,533182,01,Autre
533182,220118,9990890,Lasius,NA,9990890,533182,01,Autre
533182,220901,9992348,Myrmica,Myrm_rugi,9992348,533182,09,lisiere
533182,220100,9993287,Lasius,NA,9993287,533182,01,Autre
533182,220100,9991320,Lasius,NA,9991320,533182,01,Autre
533182,220100,9991253,Yellow Lasius,NA,9991253,533182,01,Autre
533182,220100,9991129,Yellow Lasius,NA,9991129,533182,01,Autre
533182,220100,9991835,Formica SS,NA,9991835,533182,01,Autre
533182,220100,9990695,Formica SS,NA,9990695,533182,01,Autre
533182,220400,9991648,Lasius,Lasi_fuli,9991648,533182,04,ForetConifere
533182,220500,9992340,Formica SS,NA,9992340,533182,05,ForetFeuillus
533182,221300,9991462,Tetramorium,NA,9991462,533182,13,transport
533190,210102,9990170,Serviformica,NA,9990170,533190,01,Autre
533190,210102,9991391,Serviformica,NA,9991391,533190,01,Autre
533190,210102,9993078,Myrmica,ou Temno?,9993078,533190,01,Autre
533190,210102,9993094,Myrmica,NA,9993094,533190,01,Autre
533190,210103,9992341,Manica,Mani_rubi,9992341,533190,01,Autre
533190,210103,9990613,Myrmica,Myrm_rugi,9990613,533190,01,Autre
533190,210103,9991302,Myrmica,Myrm_rugi,9991302,533190,01,Autre
533190,210103,9992890,Myrmica,Myrm_rugi,9992890,533190,01,Autre
533190,210103,9991197,Myrmica,NA,9991197,533190,01,Autre
533190,210103,9990342,Myrmica,Myrm_rugi,9990342,533190,01,Autre
533190,210103,9990778,Myrmica,NA,9990778,533190,01,Autre
533190,210103,9993088,Myrmica,Myrm_rugi,9993088,533190,01,Autre
533190,210103,9991669,Myrmica,NA,9991669,533190,01,Autre
533190,210103,9991750,Myrmica,NA,9991750,533190,01,Autre
533190,210103,9990519,Myrmica,NA,9990519,533190,01,Autre
533190,210103,9990599,Myrmica,NA,9990599,533190,01,Autre
533190,210103,9993296,Myrmica,NA,9993296,533190,01,Autre
533190,210104,9991376,Myrmica,NA,9991376,533190,01,Autre
533190,210104,9992903,Myrmica,NA,9992903,533190,01,Autre
533190,210105,9990611,Serviformica,NA,9990611,533190,01,Autre
533190,210105,9992531,Myrmica,NA,9992531,533190,01,Autre
533190,210106,9993291,Manica,Mani_rubi,9993291,533190,01,Autre
533190,210106,9991370,Manica,Mani_rubi,9991370,533190,01,Autre
533190,210106,9991258,Myrmica,NA,9991258,533190,01,Autre
533190,210106,9993101,Myrmica,NA,9993101,533190,01,Autre
533190,210106,9993273,Myrmica,NA,9993273,533190,01,Autre
533190,210106,9991298,Myrmica,NA,9991298,533190,01,Autre
533190,210108,9991632,Myrmica,NA,9991632,533190,01,Autre
533190,210109,9992148,Myrmica,NA,9992148,533190,01,Autre
533190,210110,9992729,Tetramorium,NA,9992729,533190,01,Autre
533190,210110,9991838,Yellow Lasius,NA,9991838,533190,01,Autre
533190,210112,9993286,Yellow Lasius,NA,9993286,533190,01,Autre
533190,210112,9991487,Yellow Lasius,NA,9991487,533190,01,Autre
533190,210112,9992731,Yellow Lasius,NA,9992731,533190,01,Autre
533190,210112,9991007,Yellow Lasius,NA,9991007,533190,01,Autre
533190,210112,9991953,Myrmica,NA,9991953,533190,01,Autre
533190,210112,9991447,Myrmica,NA,9991447,533190,01,Autre
533190,210112,9990811,Myrmica,NA,9990811,533190,01,Autre
533190,210112,9990997,Myrmica,NA,9990997,533190,01,Autre
533190,210112,9991904,Serviformica,NA,9991904,533190,01,Autre
533190,210112,9992141,Serviformica,NA,9992141,533190,01,Autre
533190,210112,9990574,Serviformica,NA,9990574,533190,01,Autre
533190,210112,9991366,Serviformica,NA,9991366,533190,01,Autre
533190,210112,9990993,Serviformica,NA,9990993,533190,01,Autre
533190,210114,9992516,Myrmica,NA,9992516,533190,01,Autre
533190,210115,9993271,Myrmica,NA,9993271,533190,01,Autre
533190,210115,9991651,Myrmica,NA,9991651,533190,01,Autre
533190,210401,9991103,Myrmica,Myrm_rugi,9991103,533190,04,ForetConifere
533190,210401,9991162,Serviformica,NA,9991162,533190,04,ForetConifere
533190,210401,9991380,Serviformica,NA,9991380,533190,04,ForetConifere
533190,210401,9990785,Serviformica,NA,9990785,533190,04,ForetConifere
533190,210901,9990508,Manica,Mani_rubi,9990508,533190,09,lisiere
533190,211201,9991514,Serviformica,NA,9991514,533190,12,PrairieSeche
533190,211201,9990968,Myrmica,Myrm_rugi,9990968,533190,12,PrairieSeche
533190,211301,9991824,Myrmica,Myrm_rugi,9991824,533190,13,transport
533190,211301,9990902,Myrmica,Myrm_rugi,9990902,533190,13,transport
533190,211301,9991727,Myrmica,Myrm_rugi,9991727,533190,13,transport
533190,211301,9991386,Serviformica,NA,9991386,533190,13,transport
533190,211301,9993089,Serviformica,NA,9993089,533190,13,transport
533190,211301,9993077,Serviformica,NA,9993077,533190,13,transport
533190,210100,9990558,Yellow Lasius,NA,9990558,533190,01,Autre
533190,210100,9991361,Yellow Lasius,NA,9991361,533190,01,Autre
533190,210100,9990807,Yellow Lasius,NA,9990807,533190,01,Autre
533190,210100,9990682,Yellow Lasius,NA,9990682,533190,01,Autre
533190,210100,9991179,Yellow Lasius,NA,9991179,533190,01,Autre
533190,210100,9992541,Yellow Lasius,NA,9992541,533190,01,Autre
533190,210100,9992708,Yellow Lasius,NA,9992708,533190,01,Autre
533190,210100,9992146,Yellow Lasius,NA,9992146,533190,01,Autre
533190,210100,9990990,Yellow Lasius,NA,9990990,533190,01,Autre
533190,210100,9991966,Yellow Lasius,NA,9991966,533190,01,Autre
533190,210100,9993269,Yellow Lasius,NA,9993269,533190,01,Autre
533190,210100,9993282,Yellow Lasius,NA,9993282,533190,01,Autre
533190,210100,9990510,Yellow Lasius,NA,9990510,533190,01,Autre
533190,210100,9992526,Yellow Lasius,NA,9992526,533190,01,Autre
533190,210100,9991075,Yellow Lasius,NA,9991075,533190,01,Autre
533190,210100,9991063,Coptoformica,NA,9991063,533190,01,Autre
533190,210100,9991710,Coptoformica,NA,9991710,533190,01,Autre
533190,210100,9992305,Coptoformica,NA,9992305,533190,01,Autre
533190,210100,9991485,Coptoformica,NA,9991485,533190,01,Autre
533190,210100,9991913,Coptoformica,NA,9991913,533190,01,Autre
533190,210100,9993096,Formica,NA,9993096,533190,01,Autre
533190,210100,9991664,Formica,NA,9991664,533190,01,Autre
533190,210900,9992135,Formica,NA,9992135,533190,09,lisiere
539158,130111,9990153,Lasius,Lasi_flav,9990153,539158,01,Autre
539158,130111,9990161,Myrmica,Myrm_scab,9990161,539158,01,Autre
539158,130111,9990169,Myrmica,Myrm_scab,9990169,539158,01,Autre
539158,130111,9990127,Lasius,NA,9990127,539158,01,Autre
539158,130111,9990129,Formica,NA,9990129,539158,01,Autre
539158,130111,9990130,Formica,NA,9990130,539158,01,Autre
539158,130106,9990137,Lasius,NA,9990137,539158,01,Autre
539158,130106,9990120,Lasius,NA,9990120,539158,01,Autre
539158,130108,9990166,Lasius,NA,9990166,539158,01,Autre
539158,130404,9990286,Leptothorax,NA,9990286,539158,04,ForetConifere
539158,130402,9990227,Myrmica,Myrm_rugi,9990227,539158,04,ForetConifere
539158,131301,9990265,Formica SS,NA,9990265,539158,13,transport
539158,131301,9990284,Lasius,NA,9990284,539158,13,transport
539158,131301,9990160,Lasius,NA,9990160,539158,13,transport
539158,130502,9990035,Myrmica,Myrm_rugi,9990035,539158,05,ForetFeuillus
539158,130505,9990118,Lasius,NA,9990118,539158,05,ForetFeuillus
539158,130505,9990077,Myrmica,Myrm_rugi,9990077,539158,05,ForetFeuillus
539158,130504,9990232,Myrmica,Myrm_rugi,9990232,539158,05,ForetFeuillus
539158,130602,9990214,Leptothorax,NA,9990214,539158,06,ForetMixe
539158,130605,9990192,Myrmica,Myrm_rugi,9990192,539158,06,ForetMixe
539158,130605,9990222,Myrmica,Myrm_rugi,9990222,539158,06,ForetMixe
539158,130604,9990203,Myrmica,Myrm_rugi,9990203,539158,06,ForetMixe
539158,130604,9990212,Lasius,NA,9990212,539158,06,ForetMixe
539158,130506,9990097,Myrmica,Myrm_rugi,9990097,539158,05,ForetFeuillus
539158,130506,9990157,Myrmica,Myrm_rugi,9990157,539158,05,ForetFeuillus
539158,130506,9990119,Myrmica,Myrm_rugi,9990119,539158,05,ForetFeuillus
539158,130506,9990085,Serviformica,NA,9990085,539158,05,ForetFeuillus
